Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Ámbito territorial;Disponibilidad de taxímetro;periodo;Total
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;2010;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;2009;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;2008;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;2007;156
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;2006;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;2005;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;2004;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;2003;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;2002;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;2001;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;2000;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;1999;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;1998;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;1997;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;1996;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;1995;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;1994;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;2019;0
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;2018;0
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;2017;0
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;2016;0
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;2015;0
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;2014;0
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;2013;0
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;2012;0
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;2011;2
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;2010;2
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;2009;0
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;2008;2
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;2007;2
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;2006;2
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;2005;2
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;2004;2
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;2003;0
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;2002;5
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;2001;5
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;2000;5
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;1999;10
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;1998;10
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;1997;10
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;1996;10
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;1995;10
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Sin taxímetro;1994;14
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;2019;388
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;2018;399
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;2017;396
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;2016;394
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;2015;395
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;2014;384
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;2013;387
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;2012;396
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;2011;381
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;2010;387
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;2009;401
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;2008;394
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;2007;394
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;2006;404
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;2005;403
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;2004;406
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;2003;416
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;2002;415
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;2001;415
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;2000;443
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;1999;437
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;1998;460
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;1997;460
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;1996;483
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;1995;502
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Total;1994;497
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;2019;107
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;2018;104
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;2017;104
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;2016;117
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;2015;104
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;2014;104
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;2013;104
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;2012;117
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;2011;108
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;2010;105
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;2009;117
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;2008;105
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;2007;117
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;2006;105
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;2005;107
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;2004;104
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;2003;100
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;2002;118
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;2001;118
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;2000;97
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;1999;99
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;1998;97
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;1997;106
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;1996;99
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;1995;99
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Con taxímetro;1994;99
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;2019;281
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;2018;295
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;2017;292
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;2016;277
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;2015;291
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;2014;280
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;2013;283
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;2012;279
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;2011;273
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;2010;282
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;2009;284
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;2008;289
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;2007;277
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;2006;299
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;2005;296
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;2004;302
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;2003;316
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;2002;297
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;2001;297
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;2000;346
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;1999;338
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;1998;363
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;1997;354
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;1996;384
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;1995;403
Total Nacional;11 Extremadura;10 Cáceres;Provincia;Sin taxímetro;1994;398
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;2019;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;2018;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;2017;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;2016;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;2015;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;2014;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;2013;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;2012;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;2011;78
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;2010;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;2009;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;2008;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;2007;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;2006;72
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;2005;72
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;2004;72
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;2003;70
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;2002;67
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;2001;67
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;2000;67
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;1999;67
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;1998;67
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;1997;67
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;1996;67
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;1995;67
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Total;1994;67
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;2019;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;2018;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;2017;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;2016;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;2015;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;2014;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;2013;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;2012;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;2011;78
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;2010;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;2009;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;2008;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;2007;75
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;2006;72
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;2005;72
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;2004;72
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;2003;70
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;2002;67
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;2001;67
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;2000;67
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;1999;67
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;1998;67
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;1997;67
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;1996;67
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;1995;67
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Con taxímetro;1994;67
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;2019;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;2018;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;2017;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;2016;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;2015;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;2014;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;2013;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;2012;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;2011;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;2010;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;2009;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;2008;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;2007;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;2006;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;2005;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;2004;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;2003;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;2002;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;2001;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;2000;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;1999;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;1998;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;1997;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;1996;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;1995;0
Total Nacional;11 Extremadura;10 Cáceres;Capital de Provincia;Sin taxímetro;1994;0
Total Nacional;12 Galicia;;Provincia;Total;2019;3.855
Total Nacional;12 Galicia;;Provincia;Total;2018;3.940
Total Nacional;12 Galicia;;Provincia;Total;2017;3.940
Total Nacional;12 Galicia;;Provincia;Total;2016;3.979
Total Nacional;12 Galicia;;Provincia;Total;2015;4.060
Total Nacional;12 Galicia;;Provincia;Total;2014;4.213
Total Nacional;12 Galicia;;Provincia;Total;2013;4.286
Total Nacional;12 Galicia;;Provincia;Total;2012;4.336
Total Nacional;12 Galicia;;Provincia;Total;2011;4.392
Total Nacional;12 Galicia;;Provincia;Total;2010;4.436
Total Nacional;12 Galicia;;Provincia;Total;2009;4.469
Total Nacional;12 Galicia;;Provincia;Total;2008;4.473
Total Nacional;12 Galicia;;Provincia;Total;2007;4.524
Total Nacional;12 Galicia;;Provincia;Total;2006;4.542
Total Nacional;12 Galicia;;Provincia;Total;2005;4.605
Total Nacional;12 Galicia;;Provincia;Total;2004;4.668
Total Nacional;12 Galicia;;Provincia;Total;2003;4.711
Total Nacional;12 Galicia;;Provincia;Total;2002;4.787
Total Nacional;12 Galicia;;Provincia;Total;2001;4.861
Total Nacional;12 Galicia;;Provincia;Total;2000;4.910
Total Nacional;12 Galicia;;Provincia;Total;1999;4.955
Total Nacional;12 Galicia;;Provincia;Total;1998;4.944
Total Nacional;12 Galicia;;Provincia;Total;1997;5.035
Total Nacional;12 Galicia;;Provincia;Total;1996;5.148
Total Nacional;12 Galicia;;Provincia;Total;1995;5.177
Total Nacional;12 Galicia;;Provincia;Total;1994;5.246
Total Nacional;12 Galicia;;Provincia;Con taxímetro;2019;2.587
Total Nacional;12 Galicia;;Provincia;Con taxímetro;2018;2.573
Total Nacional;12 Galicia;;Provincia;Con taxímetro;2017;2.500
Total Nacional;12 Galicia;;Provincia;Con taxímetro;2016;2.482
Total Nacional;12 Galicia;;Provincia;Con taxímetro;2015;2.238
Total Nacional;12 Galicia;;Provincia;Con taxímetro;2014;1.935
